Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,BadPass,LostBall,Shoot Foul Commit,Shoot Foul Drawn,Off Foul Commit,Off Foul Drawn,PGA,And1,Blkd,Avg Dist on Shot,0-3 FGA,0-3 FG%,3-10 FGA,3-10 FG%,10-16 FGA,10-16 FG%,16-3P FGA,16-3P FG%,Player Key,All NBA 1st,All NBA 2nd,All NBA 3rd,All NBA,All NBA 1st2,All NBA 2nd2,All NBA 3rd2,All NBA Prev
Dāvis Bertāns,PF,27.0,WAS,54.0,4.0,29.3,4.9,11.3,0.434,3.7,8.7,0.424,1.2,2.6,0.471,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,120.0,116.0,2020,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.107,2.7,-1.8,0.9,1.1,0.0,0.0,0.0,0.84,0.16,-0.3,7.9,41.0,11.0,68.0,35.0,5.0,29.0,221.0,8.0,19.0,22.2,0.097,0.644,0.059,0.306,0.034,0.429,0.036,0.318,Dāvis Bertāns2020,0,0,0,0,0,0,0,0
Patrick Beverley,PG,31.0,LAC,51.0,50.0,26.3,2.9,6.7,0.431,1.6,4.0,0.388,1.3,2.6,0.496,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,116.0,107.0,2020,12.5,0.56,0.604,0.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,1.6,2.0,3.6,0.128,-0.3,2.5,2.2,1.4,0.99,0.01,0.0,0.0,0.0,10.5,6.6,39.0,9.0,54.0,17.0,7.0,28.0,458.0,5.0,8.0,17.2,0.194,0.591,0.147,0.46,0.041,0.286,0.015,0.2,Patrick Beverley2020,0,0,0,0,0,0,0,0
Khem Birch,C,27.0,ORL,48.0,24.0,19.2,1.5,3.0,0.51,0.0,0.0,0.0,1.5,3.0,0.514,1.4,2.1,0.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,121.0,111.0,2020,11.7,0.566,0.007,0.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,1.2,0.9,2.2,0.112,-2.5,0.2,-2.4,-0.1,0.0,0.0,0.0,0.37,0.64,-6.9,-8.0,6.0,9.0,48.0,47.0,12.0,6.0,126.0,5.0,10.0,4.5,0.476,0.706,0.448,0.344,0.063,0.222,0.007,1.0,Khem Birch2020,0,0,0,0,0,0,0,0
Goga Bitadze,C,20.0,IND,54.0,2.0,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2.0,0.574,0.4,0.6,0.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,99.0,105.0,2020,12.1,0.523,0.28,0.22,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0.0,0.0,0.0,0.0,0.02,0.98,-0.7,-3.4,7.0,5.0,38.0,13.0,8.0,1.0,54.0,1.0,3.0,13.4,0.267,0.775,0.167,0.52,0.14,0.333,0.147,0.5,Goga Bitadze2020,0,0,0,0,0,0,0,0
Bismack Biyombo,C,27.0,CHO,53.0,29.0,19.4,2.8,5.2,0.543,0.0,0.0,0.0,2.8,5.2,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,116.0,112.0,2020,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,0.0,0.0,0.0,0.03,0.97,-6.6,0.7,12.0,12.0,51.0,60.0,13.0,3.0,116.0,12.0,33.0,3.6,0.604,0.702,0.32,0.315,0.065,0.278,0.011,0.0,Bismack Biyombo2020,0,0,0,0,0,0,0,0
Nemanja Bjelica,PF,31.0,SAC,72.0,67.0,27.9,4.4,9.1,0.481,1.9,4.4,0.419,2.5,4.6,0.541,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,119.0,111.0,2020,15.7,0.602,0.49,0.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,3.4,1.9,5.3,0.127,1.2,0.5,1.7,1.9,0.0,0.0,0.0,0.81,0.19,-1.1,2.4,39.0,23.0,103.0,40.0,17.0,7.0,500.0,14.0,27.0,15.4,0.253,0.63,0.198,0.465,0.031,0.45,0.029,0.368,Nemanja Bjelica2020,0,0,0,0,0,0,0,0
Eric Bledsoe,PG,30.0,MIL,61.0,61.0,27.0,5.5,11.5,0.475,1.2,3.5,0.344,4.3,8.0,0.533,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,112.0,104.0,2020,17.6,0.571,0.306,0.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,2.4,3.0,5.4,0.157,0.8,1.1,1.8,1.6,0.9,0.1,0.0,0.0,0.0,11.8,3.5,75.0,39.0,39.0,106.0,24.0,15.0,799.0,32.0,39.0,12.2,0.337,0.709,0.185,0.354,0.098,0.362,0.074,0.404,Eric Bledsoe2020,0,0,0,0,0,0,0,0
Bogdan Bogdanović,SG,27.0,SAC,61.0,28.0,29.0,5.5,12.6,0.44,2.7,7.2,0.372,2.8,5.3,0.532,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,110.0,113.0,2020,15.1,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,0.0,0.4,0.53,0.07,0.0,-1.6,1.0,50.0,31.0,49.0,43.0,8.0,15.0,494.0,16.0,30.0,18.5,0.121,0.677,0.128,0.459,0.099,0.434,0.076,0.552,Bogdan Bogdanović2020,0,0,0,0,0,0,0,0
Bojan Bogdanović,SF,30.0,UTA,63.0,63.0,33.1,6.6,14.8,0.447,3.0,7.3,0.414,3.6,7.6,0.479,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,111.0,113.0,2020,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,0.0,0.05,0.78,0.16,0.0,5.5,8.0,79.0,46.0,38.0,110.0,10.0,9.0,324.0,27.0,72.0,15.4,0.195,0.698,0.207,0.361,0.08,0.333,0.029,0.259,Bojan Bogdanović2020,0,0,0,0,0,0,0,0
Bol Bol,PF,20.0,DEN,7.0,0.0,12.4,2.0,4.0,0.5,0.6,1.3,0.444,1.4,2.7,0.526,1.1,1.4,0.8,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,102.0,108.0,2020,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.1,-0.7,-2.9,0.0,0.0,0.04,0.58,0.38,0.0,-11.4,-13.9,2.0,3.0,8.0,5.0,2.0,0.0,13.0,1.0,1.0,12.1,0.321,0.778,0.143,0.5,0.179,0.2,0.036,0.0,Bol Bol2020,0,0,0,0,0,0,0,0
Jonah Bolden,C,24.0,TOT,7.0,0.0,6.7,0.6,1.6,0.364,0.0,0.6,0.0,0.6,1.0,0.571,0.3,0.6,0.5,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4,80.0,106.0,2020,4.9,0.392,0.364,0.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.006,-8.7,-0.1,-8.8,-0.1,0.0,0.0,0.0,0.34,0.66,-2.3,-3.7,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,9.6,0.636,0.571,0.0,0.0,0.0,0.0,0.0,0.0,Jonah Bolden2020,0,0,0,0,0,0,0,0
Marques Bolden,C,21.0,CLE,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,69.0,2020,19.8,0.0,0.0,0.0,0.0,74.7,37.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.282,-5.9,11.3,5.4,0.0,0.0,0.0,0.0,0.0,1.0,47.6,55.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marques Bolden2020,0,0,0,0,0,0,0,0
Jordan Bone,PG,22.0,DET,10.0,0.0,5.3,0.5,2.0,0.25,0.2,1.0,0.2,0.3,1.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2,76.0,117.0,2020,0.8,0.3,0.5,0.0,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.117,-9.1,-2.8,-11.9,-0.1,0.97,0.03,0.0,0.0,0.0,4.3,8.6,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,1.0,17.8,0.05,1.0,0.15,0.0,0.25,0.4,0.05,0.0,Jordan Bone2020,0,0,0,0,0,0,0,0
Isaac Bonga,SF,20.0,WAS,66.0,49.0,18.9,1.8,3.5,0.504,0.4,1.1,0.352,1.4,2.5,0.571,1.0,1.3,0.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,116.0,116.0,2020,10.2,0.608,0.303,0.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,1.2,0.6,1.8,0.068,-2.7,-0.1,-2.8,-0.3,0.0,0.02,0.72,0.25,0.01,0.0,7.1,29.0,14.0,89.0,43.0,6.0,26.0,190.0,15.0,14.0,10.1,0.462,0.648,0.179,0.476,0.038,0.222,0.017,0.25,Isaac Bonga2020,0,0,0,0,0,0,0,0
Devin Booker,SG,23.0,PHO,70.0,70.0,35.9,9.0,18.3,0.489,2.0,5.7,0.354,6.9,12.6,0.549,6.7,7.3,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,115.0,114.0,2020,20.6,0.618,0.31,0.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,6.0,1.5,7.5,0.143,3.4,-1.3,2.2,2.6,0.01,0.86,0.12,0.01,0.0,2.1,6.0,137.0,65.0,65.0,187.0,46.0,24.0,1109.0,37.0,68.0,14.1,0.228,0.72,0.136,0.463,0.213,0.487,0.112,0.424,Devin Booker2020,0,0,0,0,0,0,0,0
Chris Boucher,C,27.0,TOR,62.0,0.0,13.2,2.3,4.8,0.472,0.6,1.9,0.322,1.7,2.9,0.569,1.5,1.9,0.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,124.0,101.0,2020,20.7,0.587,0.395,0.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,2.1,1.8,3.8,0.224,1.0,1.0,2.0,0.8,0.0,0.0,0.05,0.42,0.53,7.4,1.0,12.0,8.0,72.0,58.0,3.0,7.0,68.0,16.0,19.0,11.8,0.468,0.621,0.1,0.433,0.017,0.2,0.02,0.333,Chris Boucher2020,0,0,0,0,0,0,0,0
Brian Bowen,SF,21.0,IND,6.0,1.0,5.2,0.5,1.7,0.3,0.0,0.3,0.0,0.5,1.3,0.375,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0,62.0,109.0,2020,0.1,0.3,0.2,0.0,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,-0.1,0.0,-0.1,-0.107,-9.1,-1.6,-10.7,-0.1,0.0,0.23,0.77,0.0,0.0,19.4,17.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.9,0.4,0.25,0.2,1.0,0.1,0.0,0.1,0.0,Brian Bowen2020,0,0,0,0,0,0,0,0
Ky Bowman,PG,22.0,GSW,45.0,12.0,22.6,3.0,7.1,0.417,0.7,2.4,0.308,2.2,4.8,0.472,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,96.0,115.0,2020,9.1,0.494,0.333,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6,1.0,0.0,0.0,0.0,0.0,-8.5,0.4,39.0,18.0,44.0,18.0,5.0,16.0,302.0,6.0,17.0,14.8,0.209,0.657,0.159,0.314,0.146,0.468,0.153,0.388,Ky Bowman2020,0,0,0,0,0,0,0,0
Avery Bradley,SG,29.0,LAL,49.0,44.0,24.2,3.5,7.8,0.444,1.3,3.5,0.364,2.2,4.3,0.51,0.4,0.5,0.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,103.0,110.0,2020,8.9,0.537,0.452,0.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2,0.0,0.85,0.14,0.01,0.0,7.6,2.8,26.0,11.0,41.0,9.0,4.0,7.0,141.0,2.0,23.0,16.9,0.17,0.646,0.091,0.429,0.076,0.448,0.211,0.457,Avery Bradley2020,0,0,0,0,0,0,0,0
Tony Bradley,C,22.0,UTA,58.0,3.0,11.4,2.2,3.3,0.667,0.1,0.1,1.0,2.1,3.2,0.661,0.5,0.8,0.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9,135.0,106.0,2020,21.7,0.681,0.016,0.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1.0,0.3,1.3,0.6,0.0,0.0,0.0,0.0,1.0,-1.3,-4.4,4.0,2.0,75.0,21.0,17.0,1.0,62.0,6.0,20.0,2.9,0.762,0.743,0.201,0.368,0.016,0.667,0.005,0.0,Tony Bradley2020,0,0,0,0,0,0,0,0
Jarrell Brantley,PF,23.0,UTA,9.0,0.0,10.7,1.1,3.1,0.357,0.3,1.4,0.231,0.8,1.7,0.467,0.1,0.2,0.5,0.2,2.0,2.2,1.2,0.3,0.6,0.8,0.8,2.7,85.0,106.0,2020,8.0,0.416,0.464,0.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,-0.2,0.1,0.0,-0.006,-5.3,0.7,-4.6,-0.1,0.0,0.0,0.28,0.68,0.04,-19.5,-22.4,3.0,2.0,5.0,1.0,2.0,0.0,28.0,0.0,1.0,13.6,0.286,0.75,0.214,0.167,0.036,0.0,0.0,0.0,Jarrell Brantley2020,0,0,0,0,0,0,0,0
Ignas Brazdeikis,SF,21.0,NYK,9.0,0.0,5.9,0.7,2.4,0.273,0.1,1.0,0.111,0.6,1.4,0.385,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9,82.0,119.0,2020,3.2,0.351,0.409,0.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,0.0,0.0,0.92,0.08,0.0,-14.3,-8.1,2.0,0.0,3.0,3.0,0.0,0.0,9.0,1.0,0.0,15.7,0.273,0.833,0.136,0.0,0.045,0.0,0.136,0.0,Ignas Brazdeikis2020,0,0,0,0,0,0,0,0
Corey Brewer,PF,33.0,SAC,5.0,0.0,6.6,0.4,0.8,0.5,0.0,0.2,0.0,0.4,0.6,0.667,0.2,0.6,0.333,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0,91.0,102.0,2020,8.7,0.47,0.25,0.75,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,0.0,0.1,0.0,0.064,-6.9,3.8,-3.1,0.0,0.0,0.0,0.2,0.8,0.0,8.6,10.8,1.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,7.5,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,Corey Brewer2020,0,0,0,0,0,0,0,0
Mikal Bridges,SF,23.0,PHO,73.0,32.0,28.0,3.4,6.6,0.51,1.0,2.7,0.361,2.4,4.0,0.61,1.4,1.7,0.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1,119.0,110.0,2020,12.9,0.62,0.401,0.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,2.5,2.3,4.8,0.113,-0.6,1.5,0.8,1.5,0.0,0.12,0.78,0.1,0.0,3.2,6.5,41.0,17.0,87.0,44.0,6.0,26.0,316.0,11.0,33.0,12.6,0.386,0.749,0.122,0.339,0.062,0.367,0.029,0.429,Mikal Bridges2020,0,0,0,0,0,0,0,0
Miles Bridges,SF,21.0,CHO,65.0,64.0,30.7,4.9,11.6,0.424,1.5,4.6,0.33,3.4,7.0,0.486,1.6,2.0,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0,103.0,114.0,2020,12.1,0.52,0.398,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.039,-1.5,-1.0,-2.5,-0.3,0.0,0.03,0.72,0.25,0.0,-9.9,-7.5,47.0,18.0,61.0,58.0,15.0,7.0,285.0,13.0,44.0,12.9,0.308,0.621,0.226,0.335,0.05,0.316,0.017,0.538,Miles Bridges2020,0,0,0,0,0,0,0,0
Oshae Brissett,SF,21.0,TOR,19.0,0.0,7.1,0.7,1.9,0.361,0.2,0.8,0.2,0.5,1.1,0.476,0.4,0.5,0.8,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9,96.0,107.0,2020,6.7,0.458,0.417,0.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,-0.1,0.2,0.1,0.043,-5.8,0.4,-5.4,-0.1,0.0,0.02,0.55,0.4,0.03,15.3,9.0,3.0,2.0,9.0,4.0,1.0,0.0,20.0,0.0,5.0,11.7,0.389,0.714,0.167,0.0,0.028,0.0,0.0,0.0,Oshae Brissett2020,0,0,0,0,0,0,0,0
Ryan Broekhoff,SF,29.0,DAL,17.0,1.0,10.6,1.3,3.5,0.373,1.2,3.0,0.392,0.1,0.5,0.25,0.4,0.5,0.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2,114.0,110.0,2020,13.1,0.568,0.864,0.136,3.0,21.9,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.109,0.4,0.3,0.7,0.1,0.0,0.04,0.76,0.21,0.0,0.9,-4.2,4.0,2.0,8.0,3.0,0.0,1.0,28.0,0.0,3.0,22.5,0.068,0.25,0.034,0.5,0.034,0.0,0.0,0.0,Ryan Broekhoff2020,0,0,0,0,0,0,0,0
Malcolm Brogdon,PG,27.0,IND,54.0,54.0,30.9,6.0,13.8,0.438,1.4,4.3,0.326,4.6,9.5,0.488,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5,111.0,111.0,2020,17.7,0.541,0.309,0.25,3.1,14.1,8.6,33.8,1.0,0.5,13.7,25.2,2.3,1.7,4.0,0.114,2.3,-0.5,1.8,1.6,0.58,0.41,0.01,0.0,0.0,2.8,0.8,72.0,36.0,42.0,58.0,14.0,9.0,870.0,12.0,53.0,13.9,0.325,0.533,0.087,0.308,0.099,0.541,0.179,0.466,Malcolm Brogdon2020,0,0,0,0,0,0,0,0
Dillon Brooks,SG,24.0,MEM,73.0,73.0,28.9,6.0,14.6,0.407,2.0,5.6,0.358,3.9,9.0,0.438,2.2,2.8,0.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2,100.0,113.0,2020,11.3,0.51,0.385,0.19,3.5,8.6,6.1,10.5,1.4,1.1,9.7,25.2,-0.4,1.6,1.2,0.027,-2.6,-1.4,-4.1,-1.1,0.0,0.68,0.32,0.0,0.0,-1.0,-0.6,52.0,30.0,119.0,91.0,22.0,19.0,356.0,24.0,38.0,15.6,0.169,0.528,0.155,0.38,0.174,0.435,0.117,0.392,Dillon Brooks2020,0,0,0,0,0,0,0,0
Bruce Brown,PG,23.0,DET,58.0,43.0,28.2,3.4,7.7,0.443,0.6,1.7,0.344,2.8,6.1,0.47,1.5,2.1,0.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9,106.0,112.0,2020,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,0.26,0.57,0.18,0.0,0.0,-3.8,0.6,61.0,25.0,85.0,54.0,9.0,9.0,550.0,11.0,43.0,8.5,0.391,0.6,0.347,0.355,0.036,0.25,0.011,0.2,Bruce Brown2020,0,0,0,0,0,0,0,0
Charlie Brown,SG,22.0,ATL,10.0,0.0,4.0,0.6,1.9,0.316,0.3,0.9,0.333,0.3,1.0,0.3,0.5,0.5,1.0,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0,93.0,114.0,2020,11.0,0.472,0.474,0.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,0.0,0.0,0.0,-0.028,-1.1,-1.4,-2.5,0.0,0.1,0.57,0.33,0.0,0.0,37.0,45.5,2.0,0.0,2.0,3.0,0.0,1.0,5.0,1.0,0.0,14.3,0.263,0.2,0.211,0.5,0.053,0.0,0.0,0.0,Charlie Brown2020,0,0,0,0,0,0,0,0
Jaylen Brown,SG,23.0,BOS,57.0,57.0,33.9,7.5,15.6,0.481,2.3,5.9,0.382,5.2,9.6,0.543,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3,110.0,108.0,2020,16.9,0.583,0.381,0.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,2.3,2.6,4.9,0.123,1.0,-0.2,0.8,1.4,0.0,0.5,0.46,0.04,0.0,6.1,-0.8,42.0,46.0,65.0,111.0,15.0,8.0,280.0,25.0,66.0,13.6,0.269,0.703,0.194,0.407,0.09,0.488,0.065,0.362,Jaylen Brown2020,0,0,0,0,0,0,0,0
Moses Brown,C,20.0,POR,9.0,0.0,3.7,0.4,1.1,0.4,0.0,0.0,0.0,0.4,1.1,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2,81.0,108.0,2020,6.7,0.407,0.0,0.8,9.6,34.5,22.2,4.0,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.065,-8.2,-1.8,-10.0,-0.1,0.0,0.0,0.0,0.0,1.0,-45.7,-45.2,2.0,0.0,6.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.8,0.375,0.2,0.5,0.0,0.0,0.0,0.0,Moses Brown2020,0,0,0,0,0,0,0,0
Sterling Brown,SF,24.0,MIL,52.0,1.0,14.8,1.8,4.9,0.371,0.8,2.6,0.324,1.0,2.3,0.425,0.6,0.8,0.8,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1,97.0,103.0,2020,9.5,0.486,0.531,0.156,4.3,18.5,11.8,8.6,1.7,0.8,13.3,17.0,-0.4,1.5,1.1,0.07,-3.0,1.0,-2.0,0.0,0.01,0.3,0.61,0.08,0.0,4.8,-6.6,21.0,9.0,27.0,21.0,7.0,2.0,123.0,7.0,30.0,16.4,0.227,0.569,0.125,0.313,0.063,0.375,0.055,0.143,Sterling Brown2020,0,0,0,0,0,0,0,0
Troy Brown Jr.,SF,20.0,WAS,69.0,22.0,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,1.6,2.0,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4,109.0,114.0,2020,13.7,0.524,0.288,0.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,1.3,1.2,2.4,0.065,-0.8,-0.4,-1.3,0.3,0.0,0.21,0.68,0.11,0.0,-6.0,-3.0,38.0,22.0,53.0,61.0,10.0,14.0,421.0,17.0,46.0,13.3,0.272,0.68,0.195,0.355,0.108,0.343,0.138,0.36,Troy Brown Jr.2020,0,0,0,0,0,0,0,0
Jalen Brunson,PG,23.0,DAL,57.0,16.0,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2,114.0,114.0,2020,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,0.96,0.04,0.0,0.0,0.0,8.1,4.5,33.0,16.0,32.0,30.0,9.0,26.0,477.0,12.0,11.0,13.6,0.178,0.623,0.258,0.5,0.139,0.5,0.116,0.4,Jalen Brunson2020,0,0,0,0,0,0,0,0
Thomas Bryant,C,22.0,WAS,46.0,36.0,24.9,5.3,9.1,0.581,0.8,2.0,0.407,4.5,7.1,0.63,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2,127.0,114.0,2020,21.1,0.649,0.218,0.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2,0.0,0.0,0.0,0.06,0.94,-7.4,-4.2,17.0,9.0,48.0,62.0,18.0,4.0,189.0,22.0,14.0,10.8,0.411,0.785,0.134,0.518,0.093,0.462,0.144,0.4,Thomas Bryant2020,0,0,0,0,0,0,0,0
Reggie Bullock,SG,28.0,NYK,29.0,19.0,23.6,3.1,7.7,0.402,1.3,3.8,0.333,1.8,3.9,0.469,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,105.0,115.0,2020,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.8,-0.3,-3.0,-0.2,0.02,0.72,0.26,0.0,0.0,-5.4,1.2,10.0,5.0,25.0,9.0,1.0,6.0,96.0,4.0,9.0,18.0,0.161,0.694,0.071,0.188,0.076,0.412,0.196,0.409,Reggie Bullock2020,0,0,0,0,0,0,0,0
Trey Burke,PG,27.0,TOT,33.0,1.0,15.8,2.8,6.3,0.45,1.0,2.3,0.427,1.9,4.1,0.463,0.7,0.9,0.793,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4,117.0,113.0,2020,15.6,0.548,0.359,0.139,3.4,7.0,5.2,23.7,1.5,0.3,8.7,20.0,1.0,0.4,1.3,0.123,0.8,-1.0,-0.2,0.2,0.98,0.03,0.0,0.0,0.0,2.4,-1.4,12.0,2.0,10.0,10.0,6.0,3.0,199.0,3.0,15.0,15.1,0.244,0.549,0.11,0.348,0.124,0.577,0.163,0.324,Trey Burke2020,0,0,0,0,0,0,0,0
Alec Burks,SF-SG,28.0,TOT,66.0,19.0,26.6,4.9,11.6,0.418,1.8,4.6,0.385,3.1,7.1,0.439,3.6,4.0,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15.0,112.0,114.0,2020,16.7,0.561,0.392,0.345,2.9,14.9,8.7,17.2,1.7,0.9,9.3,23.8,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1,0.07,0.45,0.46,0.02,0.0,-6.3,-4.5,57.0,14.0,48.0,120.0,13.0,18.0,438.0,27.0,43.0,15.4,0.201,0.565,0.164,0.341,0.13,0.42,0.113,0.379,Alec Burks2020,0,0,0,0,0,0,0,0
